acq_entity,local_sku,bezeichnung,kategori,anvandning,vardorganism,reaktivitet,storlek,pris_local,currency,supplier_ref,active_flag,free_text_spec,erp_system,source_country
NordBio Sweden,NB-62665,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-46417,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-31102,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-13606,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-11457,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-35257,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-45311,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-38444,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-31379,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-78277,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-95827,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-46857,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-80038,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-47676,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-20036,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-10133,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-81471,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-95418,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-39376,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-35380,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-45970,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-15888,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-90598,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Denmark,ND-87745,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-80743,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-85260,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-17905,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-80587,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-29690,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-59972,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-84131,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-16846,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-53713,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-55955,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Denmark,ND-32184,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-97866,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-48366,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-46184,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-92432,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Denmark,ND-20515,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-92568,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-53972,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Denmark,ND-96269,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-15891,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-94982,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Denmark,ND-25765,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-69664,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-64965,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-63420,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-22909,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-26309,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-94079,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-32738,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-80339,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-43137,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-16934,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-20000,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-84493,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-63494,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-41502,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-92266,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-99712,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-52981,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-35350,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-98751,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-46549,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-12607,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-30307,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-31776,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-54422,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-70060,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-31461,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-92821,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-27285,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-11126,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-67708,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-20012,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-94302,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Denmark,ND-73081,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-78856,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-50620,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Denmark,ND-41119,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-92639,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-66936,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Denmark,ND-76721,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-50163,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-13175,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-85935,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-92457,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Denmark,ND-25421,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-81201,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-55243,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-37867,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-44111,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-42074,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-92684,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-97348,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-40241,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-18363,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-97371,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-44422,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-29628,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-56623,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Denmark,ND-19188,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-91112,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-22728,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-68596,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-68349,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-89173,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-76518,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-46668,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-41986,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-68739,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-35532,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-34442,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-92336,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-12797,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Denmark,ND-56737,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-80300,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-78586,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-89737,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-68089,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Denmark,ND-46984,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-58861,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-23838,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-38054,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-77240,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-83241,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-55719,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-29669,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-56609,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-79566,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Denmark,ND-59016,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-87413,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-17703,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-36737,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-30692,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-16972,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-21581,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-58940,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-59834,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Denmark,ND-74118,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-22265,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-81473,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-89462,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-22051,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-40389,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-94283,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-53965,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-56242,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-75414,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Denmark,ND-93060,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
