supplier_name,supplier_sku,supplier_product_name,target,host_species,reactivity,application,clone,conjugate,size,size_unit,price_usd,currency,availability_status,lead_time_days,datasheet_id,ruo_flag,description
LabVeritas,LV-12989,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,237.43,USD,In Stock,3,GEN-61283,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-81710,HeLa Cell Lysate,,,Human,WB,,,100,ug,142.51,USD,Discontinued,0,GEN-88001,Y,Whole cell lysate from HeLa line
BioAxis,BA-19216,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,807.19,USD,In Stock,2,GEN-12459,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-47023,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,613.09,USD,Backorder,21,GEN-59539,N,Diagnostic use labeling under evaluation
ImmunoPeak,IP-62437,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,289.03,USD,In Stock,4,GEN-60598,Y,Flow cytometry reagent for whole blood
CytoNova,CN-37858,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,476.51,USD,Backorder,21,GEN-82451,N,Diagnostic use labeling under evaluation
BioAxis,BA-48050,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,397.03,USD,In Stock,5,GEN-80984,Y,Validated for flow cytometry on human PBMC samples
ImmunoPeak,IP-80548,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,303.24,USD,Low Stock,9,GEN-41588,Y,Unconjugated format for secondary antibody workflows
LabVeritas,LV-97021,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,155.58,USD,In Stock,5,GEN-29214,Y,Colorimetric protein quantification kit
ImmunoPeak,IP-23806,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,334.57,USD,Low Stock,9,GEN-44928,Y,Unconjugated format for secondary antibody workflows
ImmunoPeak,IP-86112,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,280.53,USD,Low Stock,9,GEN-72781,Y,Unconjugated format for secondary antibody workflows
LabVeritas,LV-86585,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,237.56,USD,In Stock,3,GEN-98500,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,GEN-30273,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1986.24,USD,In Stock,7,GEN-24230,Y,"Same clone, larger pack size"
BioAxis,BA-73282,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,369.22,USD,In Stock,5,GEN-33153,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-51884,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,443.83,USD,Backorder,21,GEN-94886,N,Diagnostic use labeling under evaluation
LabVeritas,LV-24177,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,224.96,USD,In Stock,3,GEN-53872,Y,Validated in western blot. Suitable for cell lysates.
ImmunoPeak,IP-64756,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,265.20,USD,In Stock,4,GEN-47587,Y,Flow cytometry reagent for whole blood
CytoNova,CN-63368,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,437.59,USD,In Stock,12,GEN-46811,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-24168,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,259.33,USD,Low Stock,9,GEN-48650,Y,Unconjugated format for secondary antibody workflows
ImmunoPeak,IP-48447,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,344.70,USD,In Stock,4,GEN-92785,Y,Flow cytometry reagent for whole blood
BioAxis,BA-65414,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,798.61,USD,In Stock,2,GEN-81243,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,GEN-60139,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1960.71,USD,In Stock,7,GEN-46215,Y,"Same clone, larger pack size"
BioAxis,BA-30440,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,483.11,USD,In Stock,6,GEN-38846,Y,PE conjugated variant for human samples
BioAxis,BA-72429,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,774.33,USD,In Stock,2,GEN-81582,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-79845,HeLa Cell Lysate,,,Human,WB,,,100,ug,146.10,USD,Discontinued,0,GEN-96392,Y,Whole cell lysate from HeLa line
CytoNova,CN-99758,HeLa Cell Lysate,,,Human,WB,,,100,ug,104.96,USD,Discontinued,0,GEN-12223,Y,Whole cell lysate from HeLa line
ImmunoPeak,IP-73246,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,291.88,USD,In Stock,4,GEN-30711,Y,Flow cytometry reagent for whole blood
CytoNova,CN-99634,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,621.72,USD,Backorder,21,GEN-22200,N,Diagnostic use labeling under evaluation
ImmunoPeak,IP-54364,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,339.66,USD,In Stock,4,GEN-18511,Y,Flow cytometry reagent for whole blood
CytoNova,CN-91039,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,621.13,USD,Backorder,21,GEN-45244,N,Diagnostic use labeling under evaluation
ImmunoPeak,IP-81373,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,327.93,USD,In Stock,4,GEN-67713,Y,Flow cytometry reagent for whole blood
LabVeritas,LV-69066,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,161.61,USD,In Stock,5,GEN-27853,Y,Colorimetric protein quantification kit
CytoNova,CN-15210,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,567.12,USD,Backorder,21,GEN-17938,N,Diagnostic use labeling under evaluation
CytoNova,CN-43830,HeLa Cell Lysate,,,Human,WB,,,100,ug,110.33,USD,Discontinued,0,GEN-29358,Y,Whole cell lysate from HeLa line
CytoNova,CN-38157,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,418.68,USD,In Stock,12,GEN-48377,Y,Sandwich ELISA for serum and plasma
LabVeritas,LV-24217,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,162.77,USD,In Stock,5,GEN-23285,Y,Colorimetric protein quantification kit
ImmunoPeak,IP-40090,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,256.70,USD,Low Stock,9,GEN-44735,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-25728,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,538.93,USD,In Stock,6,GEN-11898,Y,PE conjugated variant for human samples
BioAxis,GEN-70255,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1819.02,USD,In Stock,7,GEN-74690,Y,"Same clone, larger pack size"
CytoNova,CN-24209,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,583.06,USD,Backorder,21,GEN-54624,N,Diagnostic use labeling under evaluation
CytoNova,CN-51499,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,549.77,USD,In Stock,12,GEN-38109,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-57670,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,327.76,USD,Low Stock,9,GEN-45285,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-15243,HeLa Cell Lysate,,,Human,WB,,,100,ug,144.72,USD,Discontinued,0,GEN-16985,Y,Whole cell lysate from HeLa line
CytoNova,CN-60390,HeLa Cell Lysate,,,Human,WB,,,100,ug,122.38,USD,Discontinued,0,GEN-94222,Y,Whole cell lysate from HeLa line
BioAxis,BA-76174,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,473.72,USD,In Stock,5,GEN-40648,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-22269,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,141.17,USD,In Stock,8,GEN-51034,Y,Carrier free recombinant human IL-2
LabVeritas,LV-12025,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,219.96,USD,In Stock,5,GEN-49419,Y,Colorimetric protein quantification kit
LabVeritas,LV-33150,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,227.82,USD,In Stock,3,GEN-11065,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-98384,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,166.68,USD,In Stock,8,GEN-54874,Y,Carrier free recombinant human IL-2
LabVeritas,LV-78203,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,232.79,USD,In Stock,3,GEN-64646,Y,Validated in western blot. Suitable for cell lysates.
LabVeritas,LV-12574,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,152.32,USD,In Stock,5,GEN-20069,Y,Colorimetric protein quantification kit
LabVeritas,LV-76682,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,215.74,USD,In Stock,5,GEN-59731,Y,Colorimetric protein quantification kit
BioAxis,GEN-81980,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,2001.16,USD,In Stock,7,GEN-15593,Y,"Same clone, larger pack size"
BioAxis,BA-40551,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,423.36,USD,In Stock,6,GEN-40830,Y,PE conjugated variant for human samples
CytoNova,CN-95532,HeLa Cell Lysate,,,Human,WB,,,100,ug,133.79,USD,Discontinued,0,GEN-25887,Y,Whole cell lysate from HeLa line
LabVeritas,LV-55503,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,167.04,USD,In Stock,5,GEN-46510,Y,Colorimetric protein quantification kit
BioAxis,GEN-95791,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1939.32,USD,In Stock,7,GEN-70383,Y,"Same clone, larger pack size"
BioAxis,GEN-22789,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1804.40,USD,In Stock,7,GEN-61148,Y,"Same clone, larger pack size"
ImmunoPeak,IP-62926,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,321.27,USD,In Stock,4,GEN-10968,Y,Flow cytometry reagent for whole blood
BioAxis,BA-37932,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,410.17,USD,In Stock,5,GEN-58929,Y,Validated for flow cytometry on human PBMC samples
LabVeritas,LV-34845,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,211.93,USD,In Stock,3,GEN-95089,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-99446,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,531.06,USD,In Stock,6,GEN-91606,Y,PE conjugated variant for human samples
CytoNova,CN-85503,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,443.14,USD,In Stock,12,GEN-42586,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-43627,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,606.67,USD,In Stock,12,GEN-32571,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-93602,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,481.93,USD,Backorder,21,GEN-90838,N,Diagnostic use labeling under evaluation
BioAxis,BA-83532,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,542.48,USD,In Stock,6,GEN-58539,Y,PE conjugated variant for human samples
LabVeritas,LV-35408,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,201.43,USD,In Stock,3,GEN-45587,Y,Validated in western blot. Suitable for cell lysates.
ImmunoPeak,IP-65551,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,333.50,USD,Low Stock,9,GEN-43390,Y,Unconjugated format for secondary antibody workflows
BioAxis,GEN-92945,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1525.25,USD,In Stock,7,GEN-65252,Y,"Same clone, larger pack size"
CytoNova,CN-93301,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,606.47,USD,Backorder,21,GEN-45992,N,Diagnostic use labeling under evaluation
BioAxis,BA-24839,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,500.23,USD,In Stock,5,GEN-59827,Y,Validated for flow cytometry on human PBMC samples
BioAxis,GEN-22973,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1489.60,USD,In Stock,7,GEN-40433,Y,"Same clone, larger pack size"
BioAxis,BA-32832,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,401.35,USD,In Stock,5,GEN-86280,Y,Validated for flow cytometry on human PBMC samples
LabVeritas,LV-74187,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,227.92,USD,In Stock,3,GEN-41224,Y,Validated in western blot. Suitable for cell lysates.
LabVeritas,LV-28704,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,214.26,USD,In Stock,5,GEN-76034,Y,Colorimetric protein quantification kit
BioAxis,BA-72757,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,418.98,USD,In Stock,5,GEN-86227,Y,Validated for flow cytometry on human PBMC samples
BioAxis,BA-19851,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,807.06,USD,In Stock,2,GEN-33329,Y,"Healthy donor PBMC, cryopreserved"
ImmunoPeak,IP-44628,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,264.17,USD,In Stock,4,GEN-17971,Y,Flow cytometry reagent for whole blood
CytoNova,CN-41723,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,171.19,USD,In Stock,8,GEN-24667,Y,Carrier free recombinant human IL-2
CytoNova,CN-83379,HeLa Cell Lysate,,,Human,WB,,,100,ug,129.29,USD,Discontinued,0,GEN-24803,Y,Whole cell lysate from HeLa line
BioAxis,BA-46528,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,434.21,USD,In Stock,6,GEN-91171,Y,PE conjugated variant for human samples
CytoNova,CN-71942,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,601.44,USD,Backorder,21,GEN-42528,N,Diagnostic use labeling under evaluation
LabVeritas,LV-42571,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,189.85,USD,In Stock,3,GEN-21008,Y,Validated in western blot. Suitable for cell lysates.
ImmunoPeak,IP-71088,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,383.92,USD,In Stock,4,GEN-71732,Y,Flow cytometry reagent for whole blood
BioAxis,GEN-27862,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,2109.33,USD,In Stock,7,GEN-61678,Y,"Same clone, larger pack size"
LabVeritas,LV-34666,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,227.56,USD,In Stock,3,GEN-15825,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-58634,HeLa Cell Lysate,,,Human,WB,,,100,ug,117.04,USD,Discontinued,0,GEN-60227,Y,Whole cell lysate from HeLa line
CytoNova,CN-40259,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,449.61,USD,In Stock,12,GEN-39971,Y,Sandwich ELISA for serum and plasma
LabVeritas,LV-40916,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,174.24,USD,In Stock,5,GEN-82344,Y,Colorimetric protein quantification kit
LabVeritas,LV-78958,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,183.99,USD,In Stock,3,GEN-38782,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-12930,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,764.34,USD,In Stock,2,GEN-36084,Y,"Healthy donor PBMC, cryopreserved"
ImmunoPeak,IP-15153,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,242.19,USD,Low Stock,9,GEN-51238,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-12158,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,128.89,USD,In Stock,8,GEN-81414,Y,Carrier free recombinant human IL-2
BioAxis,BA-46169,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,554.91,USD,In Stock,6,GEN-50990,Y,PE conjugated variant for human samples
ImmunoPeak,IP-99521,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,348.84,USD,In Stock,4,GEN-19118,Y,Flow cytometry reagent for whole blood
BioAxis,GEN-89660,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1450.42,USD,In Stock,7,GEN-47755,Y,"Same clone, larger pack size"
LabVeritas,LV-69685,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,170.81,USD,In Stock,5,GEN-75268,Y,Colorimetric protein quantification kit
CytoNova,CN-34477,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,161.54,USD,In Stock,8,GEN-70710,Y,Carrier free recombinant human IL-2
BioAxis,GEN-81889,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1453.93,USD,In Stock,7,GEN-92142,Y,"Same clone, larger pack size"
CytoNova,CN-60363,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,140.47,USD,In Stock,8,GEN-66628,Y,Carrier free recombinant human IL-2
ImmunoPeak,IP-65853,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,269.55,USD,In Stock,4,GEN-28903,Y,Flow cytometry reagent for whole blood
LabVeritas,LV-21519,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,152.43,USD,In Stock,5,GEN-64184,Y,Colorimetric protein quantification kit
LabVeritas,LV-90017,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,217.24,USD,In Stock,5,GEN-82253,Y,Colorimetric protein quantification kit
BioAxis,BA-54694,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,540.84,USD,In Stock,6,GEN-99377,Y,PE conjugated variant for human samples
ImmunoPeak,IP-61238,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,262.14,USD,Low Stock,9,GEN-67798,Y,Unconjugated format for secondary antibody workflows
ImmunoPeak,IP-17936,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,264.63,USD,In Stock,4,GEN-84636,Y,Flow cytometry reagent for whole blood
CytoNova,CN-61512,HeLa Cell Lysate,,,Human,WB,,,100,ug,129.74,USD,Discontinued,0,GEN-58234,Y,Whole cell lysate from HeLa line
CytoNova,CN-86718,HeLa Cell Lysate,,,Human,WB,,,100,ug,103.99,USD,Discontinued,0,GEN-33298,Y,Whole cell lysate from HeLa line
BioAxis,BA-46250,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,487.96,USD,In Stock,5,GEN-51995,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-53020,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,478.44,USD,Backorder,21,GEN-53144,N,Diagnostic use labeling under evaluation
CytoNova,CN-68388,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,121.66,USD,In Stock,8,GEN-80988,Y,Carrier free recombinant human IL-2
LabVeritas,LV-56106,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,228.55,USD,In Stock,3,GEN-28630,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-95039,HeLa Cell Lysate,,,Human,WB,,,100,ug,124.39,USD,Discontinued,0,GEN-18440,Y,Whole cell lysate from HeLa line
CytoNova,CN-95554,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,171.91,USD,In Stock,8,GEN-20668,Y,Carrier free recombinant human IL-2
BioAxis,GEN-65095,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1963.33,USD,In Stock,7,GEN-94554,Y,"Same clone, larger pack size"
BioAxis,BA-19905,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,699.61,USD,In Stock,2,GEN-21996,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-69350,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,604.43,USD,In Stock,12,GEN-89707,Y,Sandwich ELISA for serum and plasma
BioAxis,BA-44102,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,543.05,USD,In Stock,6,GEN-66317,Y,PE conjugated variant for human samples
CytoNova,CN-83553,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,539.31,USD,In Stock,12,GEN-48417,Y,Sandwich ELISA for serum and plasma
BioAxis,BA-39032,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,492.21,USD,In Stock,6,GEN-54230,Y,PE conjugated variant for human samples
LabVeritas,LV-10719,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,219.39,USD,In Stock,3,GEN-76825,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-32593,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,486.26,USD,In Stock,12,GEN-26904,Y,Sandwich ELISA for serum and plasma
BioAxis,BA-22700,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,454.74,USD,In Stock,5,GEN-93047,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-51769,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,588.43,USD,In Stock,12,GEN-35395,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-43722,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,338.51,USD,Low Stock,9,GEN-33663,Y,Unconjugated format for secondary antibody workflows
ImmunoPeak,IP-67730,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,236.05,USD,Low Stock,9,GEN-39173,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-79909,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,148.65,USD,In Stock,8,GEN-33596,Y,Carrier free recombinant human IL-2
BioAxis,BA-19359,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,662.66,USD,In Stock,2,GEN-39987,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-83430,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,456.53,USD,In Stock,12,GEN-29397,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-27279,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,302.99,USD,In Stock,4,GEN-51351,Y,Flow cytometry reagent for whole blood
BioAxis,BA-57139,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,562.67,USD,In Stock,2,GEN-70299,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-35443,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,638.74,USD,In Stock,2,GEN-21303,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-74061,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,824.49,USD,In Stock,2,GEN-68251,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-41599,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,361.20,USD,In Stock,5,GEN-70860,Y,Validated for flow cytometry on human PBMC samples
LabVeritas,LV-82631,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,248.76,USD,In Stock,3,GEN-13222,Y,Validated in western blot. Suitable for cell lysates.
LabVeritas,LV-66523,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,192.36,USD,In Stock,5,GEN-26538,Y,Colorimetric protein quantification kit
BioAxis,BA-48979,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,823.31,USD,In Stock,2,GEN-70088,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,GEN-56237,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1627.38,USD,In Stock,7,GEN-73089,Y,"Same clone, larger pack size"
CytoNova,CN-43807,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,460.66,USD,Backorder,21,GEN-39867,N,Diagnostic use labeling under evaluation
CytoNova,CN-70153,HeLa Cell Lysate,,,Human,WB,,,100,ug,102.59,USD,Discontinued,0,GEN-61475,Y,Whole cell lysate from HeLa line
BioAxis,BA-41735,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,723.03,USD,In Stock,2,GEN-34161,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-76626,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,531.44,USD,Backorder,21,GEN-14005,N,Diagnostic use labeling under evaluation
CytoNova,CN-28697,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,152.94,USD,In Stock,8,GEN-40561,Y,Carrier free recombinant human IL-2
BioAxis,BA-81594,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,407.47,USD,In Stock,5,GEN-84595,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-26992,HeLa Cell Lysate,,,Human,WB,,,100,ug,145.62,USD,Discontinued,0,GEN-53539,Y,Whole cell lysate from HeLa line
