search_date,country,raw_query,clicked_product_id,clicked_supplier_sku,search_result_count,zero_result_flag,session_id,customer_segment
2026-02-07,SE,flodescytometri cd20 antikropp,EB-27252,NB-31700,1,0,GEN-78309,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-70010,NB-37325,1,0,GEN-98869,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-95550,NB-17307,1,0,GEN-25004,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-85611,BA-49484,4,0,GEN-74472,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-81451,NB-72647,1,0,GEN-16135,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-17068,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-86405,EL-19940,2,0,GEN-16896,Hospital
2026-02-05,DE,hela lysate wb control,EB-30771,EL-95450,1,0,GEN-53511,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-37190,CN-14555,2,0,GEN-63843,Hospital
2026-02-05,DE,hela lysate wb control,EB-19031,EL-20281,1,0,GEN-37978,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-83825,GEN-95527,3,0,GEN-41876,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-12914,BA-98445,4,0,GEN-75286,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-21425,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-67002,NB-94277,1,0,GEN-66088,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-79204,EL-68131,2,0,GEN-79075,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-53497,LV-71525,5,0,GEN-75082,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-80162,NB-75640,1,0,GEN-92686,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-53945,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-58457,CN-96509,2,0,GEN-84051,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-57960,EL-46404,2,0,GEN-73156,Hospital
2026-02-05,DE,hela lysate wb control,EB-44707,EL-81195,1,0,GEN-19588,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-83509,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-14574,NB-90421,1,0,GEN-65330,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-58993,EL-14490,2,0,GEN-32221,Hospital
2026-02-03,SE,cd20 fitc 2h7,EB-16152,NB-51166,1,0,GEN-93050,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-15283,Academic
2026-02-05,DE,hela lysate wb control,EB-54740,EL-34817,1,0,GEN-87902,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-19070,NB-33939,1,0,GEN-70347,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-23473,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-38827,BA-23032,4,0,GEN-96002,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-44181,EL-98014,2,0,GEN-58699,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-70833,LV-94168,5,0,GEN-91054,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-41504,BA-55052,4,0,GEN-42131,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-98645,BA-82293,4,0,GEN-24138,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-77429,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-81763,CN-98935,2,0,GEN-11584,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-70906,BA-73139,4,0,GEN-93912,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-13532,BA-14017,4,0,GEN-86584,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-62967,LV-35103,5,0,GEN-33060,Biopharma
2026-02-05,DE,hela lysate wb control,EB-11169,EL-20329,1,0,GEN-13532,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-67809,NB-44511,1,0,GEN-52021,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-10081,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-58761,NB-86008,1,0,GEN-10836,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-70027,NB-86256,1,0,GEN-70682,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-15020,NB-29725,1,0,GEN-80573,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-80631,LV-13986,5,0,GEN-42604,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-11483,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-59998,CN-63181,2,0,GEN-18091,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-38565,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-12632,NB-99241,1,0,GEN-48667,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-88547,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-73130,BA-86607,4,0,GEN-67418,Academic
2026-02-05,DE,hela lysate wb control,EB-94267,EL-59014,1,0,GEN-21699,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-69300,CN-96637,2,0,GEN-86359,Hospital
2026-02-03,DE,anti cd20 human flow,EB-34703,GEN-66613,3,0,GEN-65053,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-40730,CN-19335,2,0,GEN-38244,Hospital
2026-02-05,DE,hela lysate wb control,EB-13349,EL-15546,1,0,GEN-21401,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-98972,EL-47004,2,0,GEN-92093,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-97665,CN-23083,2,0,GEN-13476,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-38905,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-36547,EL-40515,2,0,GEN-23901,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-48056,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-52312,Academic
2026-02-03,DE,anti cd20 human flow,EB-35060,GEN-27500,3,0,GEN-56080,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-92599,EL-44827,2,0,GEN-14568,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-53044,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-17710,GEN-16813,3,0,GEN-77970,Academic
2026-02-03,DE,anti cd20 human flow,EB-86051,GEN-39976,3,0,GEN-17580,Academic
2026-02-05,DE,hela lysate wb control,EB-29755,EL-32029,1,0,GEN-49712,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-88597,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-97908,NB-20736,1,0,GEN-38786,Academic
2026-02-05,DE,hela lysate wb control,EB-62107,EL-61202,1,0,GEN-51625,Biopharma
2026-02-05,DE,hela lysate wb control,EB-36533,EL-21439,1,0,GEN-30263,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-87199,NB-75918,1,0,GEN-90663,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-28873,BA-37863,4,0,GEN-80994,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-71135,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-33746,Biopharma
2026-02-05,DE,hela lysate wb control,EB-62715,EL-78333,1,0,GEN-52397,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-72748,Academic
2026-02-03,DE,anti cd20 human flow,EB-62492,GEN-51441,3,0,GEN-85489,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-76052,NB-92948,1,0,GEN-98905,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-21511,GEN-41692,3,0,GEN-10461,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-24010,NB-24284,1,0,GEN-14479,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-31461,GEN-75256,3,0,GEN-43211,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-87244,NB-50674,1,0,GEN-48051,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-95118,BA-92327,4,0,GEN-98520,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-30659,Academic
2026-02-03,DE,anti cd20 human flow,EB-11868,GEN-57635,3,0,GEN-76632,Academic
2026-02-05,DE,hela lysate wb control,EB-77084,EL-36756,1,0,GEN-76960,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-76585,BA-75409,4,0,GEN-49222,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-15096,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-60216,NB-32056,1,0,GEN-11369,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-21534,GEN-87315,3,0,GEN-39010,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-36749,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-71723,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-93188,CN-17095,2,0,GEN-83735,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-58647,EL-60070,2,0,GEN-28268,Hospital
2026-02-03,DE,anti cd20 human flow,EB-75544,GEN-23039,3,0,GEN-45251,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-59808,BA-70494,4,0,GEN-95430,Academic
2026-02-05,DE,hela lysate wb control,EB-54350,EL-10456,1,0,GEN-43291,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-99058,NB-40286,1,0,GEN-76742,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-55230,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-90934,EL-37059,2,0,GEN-18729,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-77870,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-54063,CN-67877,2,0,GEN-29922,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-88555,NB-86092,1,0,GEN-94303,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-61401,CN-43424,2,0,GEN-16962,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-72045,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-19827,EL-16349,2,0,GEN-61395,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-84690,EL-44562,2,0,GEN-79836,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-47742,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-23012,BA-73623,4,0,GEN-58982,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-87419,LV-27379,5,0,GEN-86096,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-21667,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-47399,CN-81165,2,0,GEN-25750,Hospital
2026-02-03,DE,anti cd20 human flow,EB-90546,GEN-83028,3,0,GEN-32486,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-63822,EL-10322,2,0,GEN-15300,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-21348,CN-16623,2,0,GEN-16009,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-78947,LV-32138,5,0,GEN-62981,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-82302,Academic
2026-02-03,DE,anti cd20 human flow,EB-53615,GEN-60936,3,0,GEN-18997,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-73608,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-67717,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-23665,BA-90913,4,0,GEN-74581,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-24418,CN-88329,2,0,GEN-67876,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-11174,NB-69153,1,0,GEN-53065,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-81228,CN-82788,2,0,GEN-62467,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-36025,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-48186,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-15252,BA-85156,4,0,GEN-37640,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-80922,Biopharma
2026-02-05,DE,hela lysate wb control,EB-64305,EL-67409,1,0,GEN-54319,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-88907,LV-76648,5,0,GEN-74268,Biopharma
2026-02-05,DE,hela lysate wb control,EB-32831,EL-23416,1,0,GEN-21035,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-59776,NB-29925,1,0,GEN-37412,Academic
2026-02-05,DE,hela lysate wb control,EB-40417,EL-66271,1,0,GEN-29007,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-88090,NB-19265,1,0,GEN-95645,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-73728,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-93752,Academic
2026-02-03,DE,anti cd20 human flow,EB-90714,GEN-72894,3,0,GEN-38907,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-26618,NB-21136,1,0,GEN-51885,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-63963,EL-17533,2,0,GEN-38946,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-37105,NB-36015,1,0,GEN-75977,Academic
2026-02-03,DE,anti cd20 human flow,EB-62321,GEN-19869,3,0,GEN-45259,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-38551,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-14683,CN-98017,2,0,GEN-62460,Hospital
2026-02-03,SE,cd20 fitc 2h7,EB-23522,NB-29569,1,0,GEN-63867,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-59037,BA-93718,4,0,GEN-79350,Academic
2026-02-05,DE,hela lysate wb control,EB-74101,EL-33444,1,0,GEN-77741,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-92261,BA-87202,4,0,GEN-55878,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-69019,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-42698,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-58627,NB-91253,1,0,GEN-68412,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-40890,CN-33543,2,0,GEN-96074,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-18578,NB-75879,1,0,GEN-38922,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-23749,BA-47902,4,0,GEN-58136,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-45273,NB-28504,1,0,GEN-55340,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-43064,BA-34075,4,0,GEN-87323,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-85783,LV-37567,5,0,GEN-54455,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-38427,GEN-58293,3,0,GEN-93195,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-23102,NB-25042,1,0,GEN-18770,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-25371,EL-17555,2,0,GEN-27878,Hospital
2026-02-03,DE,anti cd20 human flow,EB-89739,GEN-89531,3,0,GEN-78292,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-42200,EL-82034,2,0,GEN-24829,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-35515,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-68408,EL-40816,2,0,GEN-69487,Hospital
2026-02-03,DE,anti cd20 human flow,EB-99203,GEN-63770,3,0,GEN-98216,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-28507,CN-19090,2,0,GEN-59631,Hospital
2026-02-05,DE,hela lysate wb control,EB-17706,EL-51068,1,0,GEN-99542,Biopharma
2026-02-05,DE,hela lysate wb control,EB-79268,EL-82577,1,0,GEN-11581,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-34156,NB-74703,1,0,GEN-31127,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-52549,LV-34474,5,0,GEN-81540,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-90209,NB-17833,1,0,GEN-32908,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-22565,NB-73099,1,0,GEN-90910,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-34570,BA-37860,4,0,GEN-66408,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-39267,BA-52471,4,0,GEN-38824,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-26253,LV-93833,5,0,GEN-54211,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-34592,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-40366,CN-58399,2,0,GEN-78801,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-59372,NB-63899,1,0,GEN-16399,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-32166,CN-96704,2,0,GEN-96978,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-87097,BA-98961,4,0,GEN-55271,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-94117,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-39932,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-98065,NB-98112,1,0,GEN-54518,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-96030,LV-38838,5,0,GEN-78403,Biopharma
2026-02-05,DE,hela lysate wb control,EB-12248,EL-33380,1,0,GEN-86548,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-47999,BA-80591,4,0,GEN-82182,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-61912,NB-36186,1,0,GEN-79894,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-96198,BA-94182,4,0,GEN-30209,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-46836,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-17313,NB-70859,1,0,GEN-92269,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-68664,GEN-83543,3,0,GEN-11750,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-74988,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-42114,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-59740,CN-85552,2,0,GEN-49845,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-33112,EL-27406,2,0,GEN-79652,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-35892,LV-58846,5,0,GEN-30373,Biopharma
2026-02-05,DE,hela lysate wb control,EB-33053,EL-53397,1,0,GEN-35032,Biopharma
2026-02-05,DE,hela lysate wb control,EB-87201,EL-85325,1,0,GEN-41376,Biopharma
2026-02-05,DE,hela lysate wb control,EB-66604,EL-59771,1,0,GEN-38725,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-50130,BA-30221,4,0,GEN-30285,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-17397,NB-79808,1,0,GEN-21069,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-34752,BA-93690,4,0,GEN-31073,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-59227,LV-70877,5,0,GEN-24408,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-29912,LV-36070,5,0,GEN-11865,Biopharma
2026-02-05,DE,hela lysate wb control,EB-18882,EL-81591,1,0,GEN-29818,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-48998,BA-93032,4,0,GEN-82207,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-46010,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-30791,BA-70253,4,0,GEN-20366,Academic
2026-02-05,DE,hela lysate wb control,EB-53721,EL-79092,1,0,GEN-59857,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-44746,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-65955,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-45529,NB-63336,1,0,GEN-55680,Academic
2026-02-05,DE,hela lysate wb control,EB-18923,EL-44267,1,0,GEN-49747,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-48262,EL-51358,2,0,GEN-24865,Hospital
2026-02-05,DE,hela lysate wb control,EB-62190,EL-47088,1,0,GEN-94940,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-73342,BA-78748,4,0,GEN-58633,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-62237,CN-70237,2,0,GEN-11765,Hospital
2026-02-03,DE,anti cd20 human flow,EB-47422,GEN-42259,3,0,GEN-28247,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-50427,CN-78169,2,0,GEN-79907,Hospital
2026-02-05,DE,hela lysate wb control,EB-27777,EL-61679,1,0,GEN-94146,Biopharma
2026-02-05,DE,hela lysate wb control,EB-34900,EL-35664,1,0,GEN-91236,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-96067,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-48320,NB-14563,1,0,GEN-67684,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-97272,NB-55403,1,0,GEN-13160,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-35003,LV-72038,5,0,GEN-70080,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-34118,BA-85001,4,0,GEN-57631,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-71890,LV-78516,5,0,GEN-81389,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-19714,LV-17774,5,0,GEN-42199,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-93235,CN-77154,2,0,GEN-32048,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-31890,BA-59167,4,0,GEN-52952,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-23580,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-98870,CN-33029,2,0,GEN-20175,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-31471,CN-99985,2,0,GEN-69112,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-89961,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-60228,BA-34486,4,0,GEN-30618,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-33862,LV-20513,5,0,GEN-50674,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-36697,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-77231,EL-74350,2,0,GEN-60981,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-83754,EL-64766,2,0,GEN-39608,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-66918,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-97424,BA-13135,4,0,GEN-74359,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-23556,EL-67023,2,0,GEN-64442,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-69071,LV-49513,5,0,GEN-74953,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-62098,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-37027,CN-73420,2,0,GEN-19613,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-53505,Academic
2026-02-03,DE,anti cd20 human flow,EB-71659,GEN-58998,3,0,GEN-73949,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-63264,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-61653,NB-15221,1,0,GEN-46651,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-96415,GEN-15357,3,0,GEN-28475,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-72731,NB-28615,1,0,GEN-30571,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-97115,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-68819,BA-29786,4,0,GEN-37117,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-84801,BA-10173,4,0,GEN-23535,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-94192,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-81368,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-37158,LV-57439,5,0,GEN-90872,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-70164,EL-35679,2,0,GEN-11157,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-93945,NB-87595,1,0,GEN-91772,Academic
2026-02-05,DE,hela lysate wb control,EB-20981,EL-67193,1,0,GEN-34714,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-57465,GEN-25005,3,0,GEN-46389,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-82969,BA-46846,4,0,GEN-53581,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-36475,NB-70662,1,0,GEN-12019,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-37805,CN-28329,2,0,GEN-15101,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-43433,CN-37773,2,0,GEN-26317,Hospital
2026-02-03,DE,anti cd20 human flow,EB-92030,GEN-43438,3,0,GEN-79689,Academic
2026-02-03,DE,anti cd20 human flow,EB-66029,GEN-83711,3,0,GEN-28834,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-89305,Biopharma
2026-02-05,DE,hela lysate wb control,EB-46411,EL-41074,1,0,GEN-20984,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-83460,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-86333,LV-83095,5,0,GEN-68038,Biopharma
2026-02-05,DE,hela lysate wb control,EB-71011,EL-23320,1,0,GEN-89596,Biopharma
2026-02-05,DE,hela lysate wb control,EB-69249,EL-39718,1,0,GEN-65452,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-77672,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-63654,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-75396,EL-55793,2,0,GEN-62377,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-95803,Biopharma
2026-02-05,DE,hela lysate wb control,EB-88561,EL-65647,1,0,GEN-36685,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-93675,LV-78703,5,0,GEN-85561,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-97660,EL-63881,2,0,GEN-98012,Hospital
2026-02-05,DE,hela lysate wb control,EB-11027,EL-24584,1,0,GEN-83443,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-15666,NB-78917,1,0,GEN-39292,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-69757,CN-12019,2,0,GEN-27744,Hospital
2026-02-03,DE,anti cd20 human flow,EB-36807,GEN-54325,3,0,GEN-36961,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-57320,LV-66175,5,0,GEN-87253,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-73661,GEN-40379,3,0,GEN-61364,Academic
